"","mean","sd","2.5%","97.5%","rhat","ess_bulk","modelLabel"
"p[39]",0.6016533945,0.0389955520828336,0.523433825,0.677377125,1.00158606977699,4816.28169951014,"massa target loc - Figure 4C"
"p[40]",0.335651017,0.0394146883716265,0.26069675,0.4139294,1.00095969793042,4583.42534174904,"massa target loc - Figure 4C"
"p[41]",0.954159369,0.0164602049436583,0.9163375,0.9801911,1.0040556911125,3672.74502938358,"massa target loc - Figure 4C"
"p[42]",0.747237064,0.0328042029585506,0.68157445,0.808777825,0.999748624242786,3436.9873084804,"massa target loc - Figure 4C"
"p[43]",0.9057112955,0.0231177013733107,0.85636475,0.9459356,1.00698261737339,3730.06122700335,"massa target loc - Figure 4C"
"p[44]",0.9847651045,0.00969221639651728,0.961580825,0.99736655,1.00137377662079,2882.90558560226,"massa target loc - Figure 4C"
"p[45]",0.2802629285,0.0353677522820878,0.21226775,0.354067775,1.0007104416683,4228.71296995917,"massa target loc - Figure 4C"
"p[46]",0.918523276,0.0210580757783461,0.8742864,0.9541154,1.00374324555131,3504.42410085116,"massa target loc - Figure 4C"
"p[47]",0.936040512,0.0186691548384775,0.895578375,0.96800015,1.00245653739299,3331.20134405106,"massa target loc - Figure 4C"
"p[48]",0.4508397605,0.0392584157246538,0.372922625,0.528515975,1.0091768434312,3711.56680152646,"massa target loc - Figure 4C"
"p[49]",0.723323942,0.0345596453376705,0.65560105,0.78812625,1.00211244892675,3884.33807179346,"massa target loc - Figure 4C"
"p[50]",0.66825323,0.0376606877937412,0.59095665,0.740565875,1.0010989030544,3367.09189171719,"massa target loc - Figure 4C"
"p[51]",0.579468518,0.0386256691131286,0.50419995,0.6525469,1.00034686032236,4280.80920148804,"massa target loc - Figure 4C"
"p[52]",0.784338389,0.031373301437723,0.71956405,0.844535525,1.00070378422697,4688.7834744152,"massa target loc - Figure 4C"
"p[53]",0.820437988,0.0302533104824981,0.75418975,0.874687225,1.00203734887908,3532.35290550216,"massa target loc - Figure 4C"
"p[54]",0.577639663,0.0381486603365461,0.503764075,0.65169235,1.00164522914421,3200.2689255199,"massa target loc - Figure 4C"
"p[55]",0.620884538,0.0364981523307459,0.544247325,0.691694775,1.0015688391574,3433.16250915088,"massa target loc - Figure 4C"
"p[56]",0.339728678,0.0370921191554626,0.26865365,0.4143957,0.998580359972447,3842.34884335462,"massa target loc - Figure 4C"
"p[57]",0.2977574745,0.0344354426593143,0.23176645,0.36810995,1.00321203867533,3756.20086265546,"massa target loc - Figure 4C"
"p[58]",0.857827741,0.0264957256730098,0.80422745,0.905446375,1.00045083329503,2388.92376232836,"massa target loc - Figure 4C"
"p[59]",0.8815228665,0.0254439051193707,0.8271213,0.92462395,1.00296866745967,3313.55027484654,"massa target loc - Figure 4C"
"p[60]",0.8444329105,0.0281321232959771,0.7859286,0.895623725,1.00219232398852,3921.93837253723,"massa target loc - Figure 4C"
"p[61]",0.8876000975,0.0239964211105542,0.83854985,0.930062475,1.00439085428956,3472.61955734467,"massa target loc - Figure 4C"
"p[62]",0.7787618595,0.0325498559731944,0.712739825,0.838566475,1.00147744745921,2492.34825008936,"massa target loc - Figure 4C"
"p[63]",0.4498643075,0.038701621778552,0.377081375,0.525212975,1.00424166194411,4036.59291571563,"massa target loc - Figure 4C"
"p[64]",0.8266013035,0.0297972244854769,0.765023,0.880786825,1.00370732628948,4149.99368254283,"massa target loc - Figure 4C"
"p[65]",0.705331604,0.0353089277376866,0.636145,0.772687375,1.00519740235603,3397.55741437725,"massa target loc - Figure 4C"
"p[66]",0.7904654395,0.0303912029774826,0.7287874,0.8470322,1.00067752581459,4277.00184810026,"massa target loc - Figure 4C"
